observed_at,latitude,longitude,temperature_c,apparent_temperature_c,relative_humidity_pct,precipitation_mm,weather_code,wind_speed_kmh,wind_direction_deg
2026-08-30T15:00:00+09:00,35.18,128.11,30.5,36.9,80,0.1,51,9.6,214
2026-08-30T16:00:00+09:00,35.18,128.11,30.6,37.1,79,0.1,51,9.1,214
2026-08-30T17:00:00+09:00,35.18,128.11,30.4,36.6,78,0.0,1,9.6,214
2026-08-30T18:00:00+09:00,35.18,128.11,29.5,35.8,82,0.0,1,7.9,204
2026-08-30T19:00:00+09:00,35.18,128.11,28.2,34.8,88,0.0,1,6.3,193
2026-08-30T20:00:00+09:00,35.18,128.11,26.9,33.4,93,0.0,1,5.4,184
2026-08-30T21:00:00+09:00,35.18,128.11,26.6,32.8,94,0.0,1,6.1,177
2026-08-30T22:00:00+09:00,35.18,128.11,26.0,32.1,96,0.0,1,5.6,165
2026-08-30T23:00:00+09:00,35.18,128.11,25.6,31.6,97,0.0,1,5.8,176
2026-08-31T00:00:00+09:00,35.18,128.11,25.3,31.4,98,0.0,1,4.8,167
2026-08-31T01:00:00+09:00,35.18,128.11,25.2,31.0,98,0.0,1,5.4,172
2026-08-31T02:00:00+09:00,35.18,128.11,25.2,31.0,98,0.0,1,5.8,184
2026-08-31T03:00:00+09:00,35.18,128.11,25.0,30.9,97,0.1,51,3.5,114
2026-08-31T04:00:00+09:00,35.18,128.11,24.5,30.2,98,0.1,51,4.0,117
2026-08-31T05:00:00+09:00,35.18,128.11,24.3,29.9,99,0.2,53,4.0,80
2026-08-31T06:00:00+09:00,35.18,128.11,24.4,30.0,98,0.1,51,3.9,112
2026-08-31T07:00:00+09:00,35.18,128.11,25.2,30.9,97,0.0,1,6.2,159
2026-08-31T08:00:00+09:00,35.18,128.11,26.9,32.9,93,0.0,0,8.3,180
2026-08-31T09:00:00+09:00,35.18,128.11,28.5,34.1,86,0.0,0,12.7,187
2026-08-31T10:00:00+09:00,35.18,128.11,29.9,34.6,77,0.0,0,16.2,192
2026-08-31T11:00:00+09:00,35.18,128.11,31.0,36.2,74,0.0,0,18.2,194
2026-08-31T12:00:00+09:00,35.18,128.11,31.4,37.1,73,0.0,0,18.8,192
2026-08-31T13:00:00+09:00,35.18,128.11,31.7,37.4,72,0.0,0,19.0,195
2026-08-31T14:00:00+09:00,35.18,128.11,31.7,37.0,71,0.0,0,19.3,201
2026-08-31T15:00:00+09:00,35.18,128.11,31.1,35.7,72,0.0,0,17.8,194
2026-08-31T16:00:00+09:00,35.18,128.11,30.3,34.9,74,0.0,3,16.0,194
2026-08-31T17:00:00+09:00,35.18,128.11,29.5,34.3,77,0.0,1,14.2,187
2026-08-31T18:00:00+09:00,35.18,128.11,28.5,33.4,80,0.0,1,11.7,189
2026-08-31T19:00:00+09:00,35.18,128.11,27.3,32.3,84,0.0,1,9.0,185
2026-08-31T20:00:00+09:00,35.18,128.11,26.4,31.5,87,0.0,1,6.8,183
2026-08-31T21:00:00+09:00,35.18,128.11,25.7,31.1,91,0.0,1,5.4,180
2026-08-31T22:00:00+09:00,35.18,128.11,24.9,30.1,94,0.0,0,6.1,183
